timestamp,dist_frontal,dist_derecho,pwm_izq,pwm_der
2025-12-29T00:22:24.638346,53.8,10.13,-8,-28
2025-12-29T00:22:24.665680,53.8,10.14,-8,-28
2025-12-29T00:22:24.695826,53.76,10.13,-8,-28
2025-12-29T00:22:24.726111,53.76,10.16,-8,-28
2025-12-29T00:22:24.756193,53.8,10.14,-8,-28
2025-12-29T00:22:24.786507,53.43,10.14,-8,-28
2025-12-29T00:22:24.816666,53.44,10.16,-8,-28
2025-12-29T00:22:24.850282,53.83,10.11,-7,-27
2025-12-29T00:22:24.877783,53.83,10.14,-7,-27
2025-12-29T00:22:24.908145,54.32,10.14,-7,-27
2025-12-29T00:22:24.941377,53.43,10.14,3,-17
2025-12-29T00:22:24.968644,53.5,10.13,3,-17
2025-12-29T00:22:24.998799,53.46,10.14,3,-17
2025-12-29T00:22:25.034707,54.3,10.13,7,-13
2025-12-29T00:22:25.059153,53.94,10.13,7,-13
2025-12-29T00:22:25.092305,53.5,10.14,7,-13
2025-12-29T00:22:25.121887,53.43,10.14,7,-13
2025-12-29T00:22:25.149518,53.44,10.16,15,-5
2025-12-29T00:22:25.179865,53.46,10.16,15,-5
2025-12-29T00:22:25.210138,53.44,10.14,15,-5
2025-12-29T00:22:25.240181,53.39,10.11,18,-2
2025-12-29T00:22:25.270735,53.46,10.14,18,-2
2025-12-29T00:22:25.303956,53.48,10.13,18,-2
2025-12-29T00:22:25.331384,53.44,10.16,18,-2
2025-12-29T00:22:25.364447,53.43,10.14,20,0
2025-12-29T00:22:25.394761,53.46,10.11,20,0
2025-12-29T00:22:25.424789,53.48,10.13,20,0
2025-12-29T00:22:25.453588,53.43,10.14,23,3
2025-12-29T00:22:25.485353,53.41,10.11,23,3
2025-12-29T00:22:25.512669,54.34,10.11,23,3
2025-12-29T00:22:25.543096,53.44,10.13,28,12
2025-12-29T00:22:25.573220,53.46,10.14,28,12
2025-12-29T00:22:25.605965,54.3,10.14,28,12
2025-12-29T00:22:25.633473,53.48,10.13,30,14
2025-12-29T00:22:25.663751,53.97,10.14,30,14
2025-12-29T00:22:25.696908,53.41,10.09,30,14
2025-12-29T00:22:25.724145,53.46,10.14,30,14
2025-12-29T00:22:25.756591,54.34,10.13,33,17
2025-12-29T00:22:25.784788,53.43,10.18,33,17
2025-12-29T00:22:25.814955,53.8,10.13,33,17
2025-12-29T00:22:25.848442,53.43,10.14,37,21
2025-12-29T00:22:25.875907,53.43,10.13,37,21
2025-12-29T00:22:25.908947,53.76,10.14,37,21
2025-12-29T00:22:25.940187,53.76,10.09,40,24
2025-12-29T00:22:25.969582,53.62,10.13,40,24
2025-12-29T00:22:25.996598,53.58,10.2,40,24
2025-12-29T00:22:26.031623,53.44,9.79,40,24
2025-12-29T00:22:26.058674,53.27,9.81,45,29
2025-12-29T00:22:26.088235,53.44,9.79,45,29
2025-12-29T00:22:26.118308,53.25,9.79,45,29
2025-12-29T00:22:26.147517,52.55,10.13,50,34
2025-12-29T00:22:26.180185,40.72,10.11,50,34
2025-12-29T00:22:26.209665,40.47,10.11,50,34
2025-12-29T00:22:26.237204,39.28,10.11,55,39
2025-12-29T00:22:26.265630,39.02,10.13,55,39
2025-12-29T00:22:26.295315,37.79,10.11,55,39
2025-12-29T00:22:26.325915,37.58,10.13,55,39
2025-12-29T00:22:26.355708,51.02,10.16,57,41
2025-12-29T00:22:26.384442,50.6,10.14,57,41
2025-12-29T00:22:26.414262,51.22,10.14,57,41
2025-12-29T00:22:26.444685,49.95,10.16,57,41
2025-12-29T00:22:26.474247,49.57,10.11,57,41
2025-12-29T00:22:26.504521,49.74,10.13,57,41
2025-12-29T00:22:26.536850,48.88,10.14,57,41
2025-12-29T00:22:26.564457,48.49,10.13,57,41
2025-12-29T00:22:26.594353,49.18,10.13,57,41
2025-12-29T00:22:26.626557,48.76,10.13,57,41
2025-12-29T00:22:26.657019,47.9,10.11,59,43
2025-12-29T00:22:26.683777,47.06,9.09,59,43
2025-12-29T00:22:26.712997,46.65,9.06,59,43
2025-12-29T00:22:26.743450,46.27,9.07,64,48
2025-12-29T00:22:26.772128,45.79,9.09,64,48
2025-12-29T00:22:26.802922,44.93,9.13,64,48
2025-12-29T00:22:26.831069,44.56,9.14,64,48
2025-12-29T00:22:26.861755,44.55,9.09,64,48
2025-12-29T00:22:26.893338,45.58,9.04,64,48
2025-12-29T00:22:26.920458,45.6,9.43,64,48
2025-12-29T00:22:26.953150,43.37,9.41,64,48
2025-12-29T00:22:26.980525,42.84,9.41,64,48
2025-12-29T00:22:27.013084,42.88,9.41,64,48
2025-12-29T00:22:27.043021,42.86,9.43,64,48
2025-12-29T00:22:27.069418,42.9,9.46,64,48
2025-12-29T00:22:27.101982,41.63,9.43,64,48
2025-12-29T00:22:27.131319,41.18,9.78,64,48
2025-12-29T00:22:27.157972,41.18,9.79,64,48
2025-12-29T00:22:27.190375,41.63,9.78,64,48
2025-12-29T00:22:27.217266,39.46,9.79,64,48
2025-12-29T00:22:27.248790,39.47,9.79,64,48
2025-12-29T00:22:27.275742,39.47,9.81,64,48
2025-12-29T00:22:27.304898,37.79,9.81,64,48
2025-12-29T00:22:27.333361,23.31,10.11,64,48
2025-12-29T00:22:27.365635,23.33,10.11,64,48
2025-12-29T00:22:27.393496,24.24,9.09,64,48
2025-12-29T00:22:27.422846,37.84,9.07,64,48
2025-12-29T00:22:27.449322,38.26,9.11,64,48
2025-12-29T00:22:27.481383,36.52,9.11,64,48
2025-12-29T00:22:27.510331,36.54,9.11,64,48
2025-12-29T00:22:27.536781,36.51,9.07,64,48
2025-12-29T00:22:27.565320,20.32,9.07,64,48
2025-12-29T00:22:27.594657,37.07,9.07,64,48
2025-12-29T00:22:27.626779,37.07,9.46,64,48
2025-12-29T00:22:27.657057,37.07,9.41,63,49
2025-12-29T00:22:27.683516,34.37,9.46,63,49
2025-12-29T00:22:27.711128,36.79,9.44,63,49
2025-12-29T00:22:27.739840,33.01,9.44,63,49
2025-12-29T00:22:27.770716,32.21,9.43,49,63
2025-12-29T00:22:27.797539,16.64,9.76,49,63
2025-12-29T00:22:27.826368,31.38,9.76,49,63
2025-12-29T00:22:27.857557,30.56,9.81,49,63
2025-12-29T00:22:27.884133,30.57,9.81,37,67
2025-12-29T00:22:27.914290,31.07,9.76,37,67
2025-12-29T00:22:27.941468,30.28,8.72,37,67
2025-12-29T00:22:27.972022,29.4,8.71,35,69
2025-12-29T00:22:27.999114,30.29,8.74,35,69
2025-12-29T00:22:28.027131,16.66,8.72,35,69
2025-12-29T00:22:28.058251,17.99,8.74,35,69
2025-12-29T00:22:28.084645,17.67,8.74,33,69
2025-12-29T00:22:28.114446,26.96,8.72,33,69
2025-12-29T00:22:28.140389,28.77,8.69,33,69
2025-12-29T00:22:28.171290,25.73,8.74,33,69
2025-12-29T00:22:28.197245,16.64,8.76,33,69
2025-12-29T00:22:28.225551,25.45,8.71,33,69
2025-12-29T00:22:28.255625,27.24,8.69,33,69
2025-12-29T00:22:28.285513,25.15,8.74,33,69
2025-12-29T00:22:28.313911,27.01,8.74,33,69
2025-12-29T00:22:28.339848,23.91,8.71,33,69
2025-12-29T00:22:28.371393,25.73,8.72,33,69
2025-12-29T00:22:28.396586,23.62,8.74,33,69
2025-12-29T00:22:28.425052,23.33,8.72,33,69
2025-12-29T00:22:28.455943,23.31,8.69,33,69
2025-12-29T00:22:28.481758,23.03,8.71,33,69
2025-12-29T00:22:28.513138,22.68,8.72,33,69
2025-12-29T00:22:28.541850,22.33,8.74,33,69
2025-12-29T00:22:28.569620,21.99,8.71,33,69
2025-12-29T00:22:28.595236,20.68,8.72,33,69
2025-12-29T00:22:28.623292,20.32,8.71,33,69
2025-12-29T00:22:28.651514,19.99,8.71,31,71
2025-12-29T00:22:28.682409,19.97,8.72,31,71
2025-12-29T00:22:28.707819,19.62,8.71,31,71
2025-12-29T00:22:28.738336,19.34,8.72,22,72
2025-12-29T00:22:28.763795,18.03,8.74,22,72
2025-12-29T00:22:28.793413,17.67,9.79,22,72
2025-12-29T00:22:28.824154,17.34,9.79,22,72
2025-12-29T00:22:28.848455,17.01,9.76,20,74
2025-12-29T00:22:28.876809,16.64,9.43,20,74
2025-12-29T00:22:28.906216,17.62,9.43,20,74
2025-12-29T00:22:28.935559,17.32,9.46,20,74
2025-12-29T00:22:28.960344,15.6,9.44,20,74
2025-12-29T00:22:28.988733,15.29,9.09,20,74
2025-12-29T00:22:29.018356,14.92,9.07,20,74
2025-12-29T00:22:29.048022,15.94,9.07,20,74
2025-12-29T00:22:29.072466,15.59,9.11,20,74
2025-12-29T00:22:29.100409,14.88,10.13,20,74
2025-12-29T00:22:29.128496,14.6,9.81,20,74
2025-12-29T00:22:29.155687,14.18,9.78,18,76
2025-12-29T00:22:29.183749,13.9,9.81,18,76
2025-12-29T00:22:29.213393,13.16,9.41,18,76
2025-12-29T00:22:29.242211,12.87,9.44,18,76
2025-12-29T00:22:29.267261,12.48,10.14,18,76
2025-12-29T00:22:29.295398,12.16,10.13,18,76
2025-12-29T00:22:29.325488,11.44,9.78,18,76
2025-12-29T00:22:31.878474,10.76,10.83,13,13
2025-12-29T00:22:31.903469,10.76,10.85,13,13
2025-12-29T00:22:31.933768,10.72,10.85,13,13
2025-12-29T00:22:31.961189,10.76,10.85,15,15
2025-12-29T00:22:31.989311,10.76,10.83,15,15
2025-12-29T00:22:32.017082,10.74,10.86,15,15
2025-12-29T00:22:32.042022,10.72,10.85,15,15
2025-12-29T00:22:32.072518,10.74,10.85,20,20
2025-12-29T00:22:32.098393,10.79,10.81,20,20
2025-12-29T00:22:32.126093,10.76,10.85,20,20
2025-12-29T00:22:32.155412,10.72,10.85,20,20
2025-12-29T00:22:32.181428,10.76,10.9,29,29
2025-12-29T00:22:32.209209,10.76,10.83,29,29
2025-12-29T00:22:32.236977,10.74,10.86,29,29
2025-12-29T00:22:32.266916,10.76,10.83,37,37
2025-12-29T00:22:32.291921,10.76,10.85,37,37
2025-12-29T00:22:32.321503,11.09,10.83,37,37
2025-12-29T00:22:32.349535,11.43,10.88,42,40
2025-12-29T00:22:32.376032,10.76,10.48,42,40
2025-12-29T00:22:32.406033,10.06,10.5,42,40
2025-12-29T00:22:32.433184,10.72,10.5,45,39
2025-12-29T00:22:32.459171,10.09,10.5,45,39
2025-12-29T00:22:32.486742,9.41,10.48,45,39
2025-12-29T00:22:32.514177,10.02,10.18,45,39
2025-12-29T00:22:32.541857,9.71,10.14,51,41
2025-12-29T00:22:32.569513,8.99,10.2,51,41
2025-12-29T00:22:32.597399,9.67,11.16,51,41
2025-12-29T00:22:32.625119,9.37,10.86,51,41
2025-12-29T00:22:32.654836,8.65,10.83,54,40
2025-12-29T00:22:32.680448,8.32,10.85,54,40
2025-12-29T00:22:32.707784,9.34,10.81,54,40
2025-12-29T00:22:46.163440,6.7,11.58,-150,150
2025-12-29T00:22:46.191094,7.67,11.53,-150,150
2025-12-29T00:22:46.221152,7.34,11.2,-150,150
2025-12-29T00:22:47.661613,7.97,12.97,-150,150
2025-12-29T00:22:47.689553,9.02,12.58,-150,150
2025-12-29T00:22:47.720233,8.28,13.29,-150,150
2025-12-29T00:22:47.747515,10.37,17.11,-150,150
2025-12-29T00:22:47.775387,11.78,17.11,-150,150
2025-12-29T00:22:47.802316,17.66,18.41,-150,150
2025-12-29T00:22:47.833639,24.15,18.76,-150,150
2025-12-29T00:22:47.860286,23.89,19.41,-150,150
2025-12-29T00:22:47.889863,23.29,17.43,-150,150
2025-12-29T00:22:47.918789,24.19,16.48,-150,150
2025-12-29T00:22:48.885508,48.46,17.46,-150,150
2025-12-29T00:22:48.915965,48.06,14.37,-150,150
2025-12-29T00:22:48.946159,50.32,14.01,-150,150
2025-12-29T00:22:51.345873,51.86,13.67,-150,150
2025-12-29T00:22:51.376209,49.27,15.08,-150,150
2025-12-29T00:22:51.408529,51.58,14.67,-150,150
2025-12-29T00:22:51.442908,52.32,14.36,0,0
2025-12-29T00:22:53.073572,83.04,15.43,150,-150
2025-12-29T00:22:53.103106,77.26,14.01,150,-150
2025-12-29T00:22:53.137684,79.19,14.67,150,-150
2025-12-29T00:22:56.661356,52.39,15.04,27,7
2025-12-29T00:22:56.688960,51.99,15.06,27,7
2025-12-29T00:22:56.721937,52.36,15.06,27,7
2025-12-29T00:22:56.752738,52.37,15.02,30,10
2025-12-29T00:22:56.780098,51.86,15.06,30,10
2025-12-29T00:22:56.813743,51.83,15.06,30,10
2025-12-29T00:22:56.840343,51.85,15.04,37,17
2025-12-29T00:22:56.871161,49.62,15.09,37,17
2025-12-29T00:22:56.901281,49.55,15.06,37,17
2025-12-29T00:22:56.932945,49.97,15.06,37,17
2025-12-29T00:22:56.965193,50.79,15.04,41,17
2025-12-29T00:22:56.992079,48.93,15.06,41,17
2025-12-29T00:22:57.022339,50.21,15.11,41,17
2025-12-29T00:22:57.054156,48.72,15.02,44,20
2025-12-29T00:22:57.082279,47.69,15.04,44,20
2025-12-29T00:22:57.114944,47.07,13.66,44,20
2025-12-29T00:22:57.148235,46.41,15.43,44,20
2025-12-29T00:22:57.172518,46.21,14.01,50,24
2025-12-29T00:22:57.202336,46.02,13.99,50,24
2025-12-29T00:22:57.232318,46.25,13.97,50,24
2025-12-29T00:22:57.265682,46.48,14.39,57,27
2025-12-29T00:22:57.292657,46.62,16.13,57,27
2025-12-29T00:22:57.326410,72.84,17.08,57,27
2025-12-29T00:22:57.357396,74.73,16.46,61,27
2025-12-29T00:22:57.387883,74.84,13.32,61,27
2025-12-29T00:22:57.419258,65.66,13.3,61,27
2025-12-29T00:22:57.457010,63.54,16.78,64,28
2025-12-29T00:22:57.482995,62.45,15.78,64,28
2025-12-29T00:22:57.512525,64.62,14.01,64,28
2025-12-29T00:22:57.543449,63.41,14.36,64,28
2025-12-29T00:22:57.574803,60.04,12.94,64,28
2025-12-29T00:22:57.608814,70.4,12.99,64,28
2025-12-29T00:22:57.637450,51.79,13.3,64,28
2025-12-29T00:22:57.668564,58.59,13.3,64,28
2025-12-29T00:22:57.696793,52.57,13.71,64,28
2025-12-29T00:22:57.727320,52.16,13.29,64,28
2025-12-29T00:22:57.761875,73.03,12.29,0,0
2025-12-29T00:22:58.540416,67.56,12.62,10,10
2025-12-29T00:22:58.569882,68.01,12.57,10,10
2025-12-29T00:22:58.600991,67.99,12.58,10,10
2025-12-29T00:22:58.632587,68.89,12.6,10,10
2025-12-29T00:22:58.663456,68.03,12.62,20,20
2025-12-29T00:22:58.694523,68.92,12.6,20,20
2025-12-29T00:22:58.725683,67.94,12.6,20,20
2025-12-29T00:22:58.756747,68.01,12.6,26,24
2025-12-29T00:22:58.790437,67.98,12.58,26,24
2025-12-29T00:22:58.821654,67.98,12.62,26,24
2025-12-29T00:22:58.851068,69.29,12.57,30,24
2025-12-29T00:22:58.882377,70.21,12.58,30,24
2025-12-29T00:22:58.913493,70.63,12.57,30,24
2025-12-29T00:22:58.945155,67.36,12.57,33,27
2025-12-29T00:22:58.978477,67.84,12.62,33,27
2025-12-29T00:22:59.009830,67.26,12.55,33,27
2025-12-29T00:22:59.039390,66.2,12.6,39,25
2025-12-29T00:22:59.070383,66.49,12.94,39,25
2025-12-29T00:22:59.100070,68.57,12.99,39,25
2025-12-29T00:22:59.132544,69.78,14.69,39,25
2025-12-29T00:22:59.444193,68.87,13.3,59,39
2025-12-29T00:22:59.474872,68.89,13.66,59,39
2025-12-29T00:22:59.506017,68.29,13.66,59,39
2025-12-29T00:22:59.536219,57.71,13.66,62,42
2025-12-29T00:22:59.567488,58.71,13.66,62,42
2025-12-29T00:22:59.598080,58.87,14.02,62,42
2025-12-29T00:22:59.628494,56.25,13.97,62,42
2025-12-29T00:22:59.660134,54.15,12.6,62,42
2025-12-29T00:22:59.689305,52.9,12.97,62,42
2025-12-29T00:22:59.719092,46.0,12.95,62,42
2025-12-29T00:22:59.752236,45.55,13.3,66,42
2025-12-29T00:22:59.780521,66.82,13.64,66,42
2025-12-29T00:22:59.811947,69.43,16.45,66,42
2025-12-29T00:22:59.842455,45.58,16.78,74,44
2025-12-29T00:22:59.871872,45.16,12.57,74,44
2025-12-29T00:22:59.901627,44.72,12.62,74,44
2025-12-29T00:22:59.935110,43.33,11.2,76,46
2025-12-29T00:22:59.961046,43.81,11.55,76,46
2025-12-29T00:22:59.993274,42.39,11.92,76,46
2025-12-29T00:23:00.019809,40.23,11.86,76,46
2025-12-29T00:23:00.051180,39.74,12.23,78,44
2025-12-29T00:23:00.081118,39.77,12.58,78,44
2025-12-29T00:23:00.108832,37.58,12.92,78,44
2025-12-29T00:23:00.142299,39.75,11.22,78,44
2025-12-29T00:23:00.167687,40.19,11.55,78,44
2025-12-29T00:23:00.197507,41.91,11.55,78,44
2025-12-29T00:23:00.227167,44.53,11.9,78,44
2025-12-29T00:23:00.256660,41.39,10.83,78,44
2025-12-29T00:23:00.289309,40.91,10.86,78,44
2025-12-29T00:23:00.316538,40.42,23.05,78,44
2025-12-29T00:23:01.898542,53.94,11.92,-150,150
2025-12-29T00:23:01.926110,54.27,11.53,-150,150
2025-12-29T00:23:01.959712,54.81,11.2,0,0
2025-12-29T00:23:03.149946,58.73,11.51,150,-150
2025-12-29T00:23:03.178030,58.8,11.94,150,-150
2025-12-29T00:23:03.208040,54.25,11.88,150,-150
2025-12-29T00:23:03.238477,54.43,11.23,150,-150
2025-12-29T00:23:04.359317,53.29,10.83,23,17
2025-12-29T00:23:04.387130,53.6,10.86,23,17
2025-12-29T00:23:04.420862,52.32,10.85,23,17
2025-12-29T00:23:04.449251,53.58,10.81,30,24
2025-12-29T00:23:04.477458,52.71,10.86,30,24
2025-12-29T00:23:04.509075,53.64,11.23,30,24
2025-12-29T00:23:04.540854,53.04,11.2,37,31
2025-12-29T00:23:04.570524,53.44,11.18,37,31
2025-12-29T00:23:04.601366,53.81,11.2,37,31
2025-12-29T00:23:04.628919,53.62,11.22,37,31
2025-12-29T00:23:04.659104,53.8,11.16,40,38
2025-12-29T00:23:04.689439,52.76,11.53,40,38
2025-12-29T00:23:04.719846,53.43,11.55,40,38
2025-12-29T00:23:04.751018,51.83,11.55,40,38
2025-12-29T00:23:04.780085,52.02,11.88,40,38
2025-12-29T00:23:04.811604,52.22,30.42,40,38
2025-12-29T00:23:04.846063,52.32,11.16,40,38
2025-12-29T00:23:04.871606,52.57,11.18,40,38
2025-12-29T00:23:04.901547,53.08,11.57,40,38
2025-12-29T00:23:04.938269,53.25,11.55,0,0
2025-12-29T00:23:06.953122,53.23,16.74,34,48
2025-12-29T00:23:06.979409,53.25,16.81,34,48
2025-12-29T00:23:07.011360,53.58,16.45,34,48
2025-12-29T00:23:07.045411,40.75,16.43,34,58
2025-12-29T00:23:07.071422,40.97,16.78,34,58
2025-12-29T00:23:07.101814,38.56,12.23,34,58
2025-12-29T00:23:07.131282,38.28,10.5,34,58
2025-12-29T00:23:07.157661,38.07,10.83,34,60
2025-12-29T00:23:07.187224,39.53,11.18,34,60
2025-12-29T00:23:07.216749,38.75,11.16,34,60
2025-12-29T00:23:07.245406,39.75,11.51,32,62
2025-12-29T00:23:07.275644,38.07,16.78,32,62
2025-12-29T00:23:07.307201,70.15,10.5,32,62
2025-12-29T00:23:07.336407,49.41,10.13,32,66
2025-12-29T00:23:07.368128,47.28,9.06,32,66
2025-12-29T00:23:07.396777,46.0,11.18,32,66
2025-12-29T00:23:07.427017,47.92,12.58,32,66
2025-12-29T00:23:07.456487,47.46,23.62,32,66
2025-12-29T00:23:07.488798,67.87,30.17,32,66
2025-12-29T00:23:07.519717,67.15,9.07,32,66
2025-12-29T00:23:07.550133,67.1,9.44,32,66
2025-12-29T00:23:07.582141,68.59,17.13,32,66
2025-12-29T00:23:07.611832,67.29,10.51,32,66
2025-12-29T00:23:07.646149,66.36,10.14,32,66
2025-12-29T00:23:07.676548,82.39,10.13,32,66
2025-12-29T00:23:07.706434,66.94,9.79,32,66
2025-12-29T00:23:07.736332,46.37,9.83,32,66
2025-12-29T00:23:07.766849,45.18,8.41,29,69
2025-12-29T00:23:07.795503,44.34,8.39,29,69
2025-12-29T00:23:07.825047,43.09,8.69,29,69
2025-12-29T00:23:07.853913,44.05,7.39,26,76
2025-12-29T00:23:07.883856,42.88,7.37,26,76
2025-12-29T00:23:07.913149,41.67,7.39,26,76
2025-12-29T00:23:07.945147,42.63,7.39,26,76
2025-12-29T00:23:07.971842,43.56,7.39,20,84
2025-12-29T00:23:08.002572,41.91,7.39,20,84
2025-12-29T00:23:08.029892,40.23,7.72,20,84
2025-12-29T00:23:08.061746,39.46,7.72,20,88
2025-12-29T00:23:08.088479,40.46,7.72,20,88
2025-12-29T00:23:08.118288,39.74,6.37,20,88
2025-12-29T00:23:08.148591,38.53,6.39,19,89
2025-12-29T00:23:08.176462,40.0,7.72,19,89
2025-12-29T00:23:08.209535,59.03,7.72,19,89
2025-12-29T00:23:08.236988,61.24,7.37,19,89
2025-12-29T00:23:08.268442,80.49,7.41,19,89
2025-12-29T00:23:08.299702,72.96,8.37,19,89
2025-12-29T00:23:08.336326,72.45,8.37,19,89
2025-12-29T00:23:08.362878,59.32,8.04,27,95
2025-12-29T00:23:08.391568,59.46,8.04,27,95
2025-12-29T00:23:08.423984,68.82,7.74,27,95
2025-12-29T00:23:08.455523,70.19,7.74,51,95
2025-12-29T00:23:08.484909,71.94,7.39,51,95
2025-12-29T00:23:08.516246,76.33,7.39,51,95
2025-12-29T00:23:08.550509,76.19,8.39,55,95
2025-12-29T00:23:08.581364,59.01,8.35,55,95
2025-12-29T00:23:08.610329,60.8,9.44,55,95
2025-12-29T00:23:08.639903,75.82,8.04,58,94
2025-12-29T00:23:08.671539,74.8,8.74,58,94
2025-12-29T00:23:08.702949,77.7,8.72,58,94
2025-12-29T00:23:08.735701,73.14,9.81,58,94
2025-12-29T00:23:08.765109,72.1,9.81,61,95
2025-12-29T00:23:08.795614,58.85,9.48,61,95
2025-12-29T00:23:08.829735,75.0,8.71,61,95
2025-12-29T00:23:08.859425,73.07,37.07,63,93
2025-12-29T00:23:08.893757,72.79,9.79,63,93
2025-12-29T00:23:08.924431,86.58,9.44,63,93
2025-12-29T00:23:08.960825,156.86,10.11,65,95
2025-12-29T00:23:08.991432,84.72,16.76,65,95
2025-12-29T00:23:09.023149,81.07,10.13,65,95
2025-12-29T00:23:09.058041,86.13,11.22,71,91
2025-12-29T00:23:09.089093,85.37,10.85,71,91
2025-12-29T00:23:09.121052,85.12,11.53,71,91
2025-12-29T00:23:09.151614,82.39,14.01,78,92
2025-12-29T00:23:09.186138,74.16,11.55,78,92
2025-12-29T00:23:09.215848,86.28,25.41,78,92
2025-12-29T00:23:09.250311,72.08,16.76,83,89
2025-12-29T00:23:09.279399,72.72,11.51,83,89
2025-12-29T00:23:09.310718,69.45,11.2,83,89
2025-12-29T00:23:09.343542,67.06,12.27,85,87
2025-12-29T00:23:09.374182,66.94,11.58,85,87
2025-12-29T00:23:09.405246,96.95,10.85,85,87
2025-12-29T00:23:09.441535,86.16,11.88,85,87
2025-12-29T00:23:10.279501,172.06,12.64,26,24
2025-12-29T00:23:10.331930,-1.0,12.64,26,24
2025-12-29T00:23:10.369258,172.44,12.6,31,29
2025-12-29T00:23:10.421332,-1.0,12.57,31,29
2025-12-29T00:23:10.474261,-1.0,12.23,49,43
2025-12-29T00:23:10.512230,154.01,12.23,49,43
2025-12-29T00:23:10.547369,153.72,12.23,49,43
2025-12-29T00:23:10.584688,154.75,13.64,57,51
2025-12-29T00:23:10.638260,-1.0,14.71,57,51
2025-12-29T00:23:10.688091,-1.0,16.15,63,49
2025-12-29T00:23:10.740258,-1.0,17.43,63,49
2025-12-29T00:23:10.777433,150.12,16.76,67,51
2025-12-29T00:23:10.808049,102.57,16.46,67,51
2025-12-29T00:23:10.844828,149.68,17.45,67,51
2025-12-29T00:23:10.902326,-1.0,76.38,71,51
2025-12-29T00:23:10.939483,142.57,17.45,71,51
2025-12-29T00:23:10.972424,148.03,16.46,71,51
2025-12-29T00:23:11.008141,115.79,17.74,71,51
2025-12-29T00:23:11.041539,78.75,16.41,71,51
2025-12-29T00:23:11.076919,144.5,16.41,71,51
2025-12-29T00:23:11.109788,85.39,16.41,71,51
2025-12-29T00:23:11.145052,80.0,17.43,73,53
2025-12-29T00:23:11.170555,78.3,16.78,73,53
2025-12-29T00:23:11.206506,144.96,17.43,73,53
2025-12-29T00:23:11.245264,83.16,16.48,74,54
2025-12-29T00:23:11.274260,142.22,16.48,74,54
2025-12-29T00:23:11.312296,158.49,16.46,74,54
2025-12-29T00:23:11.365325,-1.0,17.11,78,58
2025-12-29T00:23:11.395023,60.2,16.78,78,58
2025-12-29T00:23:11.432021,140.46,16.8,78,58
2025-12-29T00:23:11.464526,92.57,16.8,84,58
2025-12-29T00:23:11.497118,115.03,16.45,84,58
2025-12-29T00:23:11.530423,79.75,16.15,84,58
2025-12-29T00:23:11.561412,80.19,16.8,90,56
2025-12-29T00:23:11.596895,115.01,16.45,90,56
2025-12-29T00:23:11.636417,138.01,16.41,90,56
2025-12-29T00:23:11.662712,59.57,16.13,102,54
2025-12-29T00:23:11.692210,58.59,16.78,102,54
2025-12-29T00:23:11.723573,65.01,16.46,102,54
2025-12-29T00:23:11.761563,177.08,16.46,103,53
2025-12-29T00:23:11.792314,58.57,16.46,103,53
2025-12-29T00:23:11.827579,136.62,17.08,103,53
2025-12-29T00:23:11.864125,133.3,17.11,105,55
2025-12-29T00:23:11.895137,59.31,16.8,105,55
2025-12-29T00:23:11.927173,80.14,16.46,105,55
2025-12-29T00:23:11.956951,70.12,17.46,105,55
2025-12-29T00:23:11.988591,69.89,17.13,105,55
2025-12-29T00:23:12.020028,67.99,18.75,105,55
2025-12-29T00:23:12.059818,175.81,17.45,105,55
2025-12-29T00:23:12.091600,103.73,18.1,105,55
2025-12-29T00:23:12.123578,79.46,17.81,105,55
2025-12-29T00:23:12.155743,78.81,17.43,107,53
2025-12-29T00:23:12.187388,63.98,23.36,107,53
2025-12-29T00:23:12.221483,61.17,17.78,107,53
2025-12-29T00:23:12.249560,58.89,17.45,107,53
2025-12-29T00:23:12.280397,58.69,17.74,107,53
2025-12-29T00:23:12.311997,73.3,17.8,107,53
2025-12-29T00:23:12.348113,78.33,16.78,107,53
2025-12-29T00:23:12.378075,114.3,18.75,107,53
2025-12-29T00:23:12.413823,77.3,35.77,107,53
2025-12-29T00:23:12.446223,96.39,17.1,107,53
2025-12-29T00:23:12.475823,83.86,17.13,107,53
2025-12-29T00:23:12.507897,73.1,17.43,107,53
2025-12-29T00:23:12.541947,74.72,16.45,107,53
2025-12-29T00:23:12.571164,73.21,16.46,107,53
2025-12-29T00:23:12.605957,73.44,16.78,107,53
2025-12-29T00:23:12.636616,61.8,16.76,107,53
2025-12-29T00:23:12.665421,71.68,17.15,108,54
2025-12-29T00:23:12.697004,70.47,17.1,108,54
2025-12-29T00:23:12.728865,77.82,17.13,108,54
2025-12-29T00:23:12.761142,76.24,16.46,110,56
2025-12-29T00:23:12.792988,76.0,16.48,110,56
2025-12-29T00:23:12.824366,69.82,16.43,110,56
2025-12-29T00:23:12.856079,69.87,16.76,112,58
2025-12-29T00:23:12.887476,63.99,17.13,112,58
2025-12-29T00:23:12.918463,62.76,17.1,112,58
2025-12-29T00:23:12.950259,52.36,17.45,113,59
2025-12-29T00:23:12.980960,47.23,16.45,113,59
2025-12-29T00:23:13.009137,51.0,16.43,113,59
2025-12-29T00:23:13.040611,47.23,16.45,113,59
2025-12-29T00:23:13.069170,47.92,16.81,113,59
2025-12-29T00:23:13.101979,48.11,16.78,113,59
2025-12-29T00:23:13.131628,47.46,17.08,113,59
2025-12-29T00:23:13.162998,61.48,16.46,113,59
2025-12-29T00:23:13.191712,60.61,16.43,113,59
